Epoch;AvgBatchError;LearningRate;ElapsedSeconds
1;1.3268766;0.01;108.17029
1;1.1733785;0.01;108.400986
1;1.6296083;0.01;108.6542
1;1.3626721;0.01;108.913895
1;1.4652939;0.01;109.161514
1;1.5043033;0.01;109.43244
1;1.4119582;0.01;109.674194
1;1.4446293;0.01;109.93441
1;1.649797;0.01;110.1947
1;1.4878806;0.01;110.44574
1;1.416288;0.01;110.70005
1;1.5650744;0.01;110.93212
1;1.3442012;0.01;111.151535
1;1.635015;0.01;111.414825
1;1.3678037;0.01;111.64709
1;1.496101;0.01;111.90253
1;1.2944121;0.01;112.15101
1;1.5170554;0.01;112.42162
1;1.481526;0.01;112.69567
1;1.4110427;0.01;112.97611
1;1.6386349;0.01;113.24083
1;1.5500951;0.01;113.48981
1;1.2298434;0.01;113.74387
1;1.4371889;0.01;114.066475
1;1.1629337;0.01;114.327995
1;1.6346748;0.01;114.600624
1;1.3831743;0.01;114.86874
1;1.6908051;0.01;115.13592
1;1.5960771;0.01;115.446434
1;1.133799;0.01;115.698746
1;1.4878006;0.01;115.94057
1;1.2374176;0.01;116.16369
1;1.2892411;0.01;116.41999
1;1.3173461;0.01;116.70008
1;1.6517692;0.01;116.94981
1;1.4477115;0.01;117.20989
1;1.3314596;0.01;117.47394
1;1.1305622;0.01;117.742386
1;1.4655182;0.01;118.03448
1;1.3161412;0.01;118.27823
1;1.2168258;0.01;118.541954
1;1.1489389;0.01;118.83259
1;1.6499747;0.01;119.100044
1;1.2072918;0.01;119.36728
1;1.1486292;0.01;119.619675
1;1.6395581;0.01;119.85824
1;1.6450304;0.01;120.100334
1;1.8120743;0.01;120.35306
1;1.2901247;0.01;120.641426
1;1.5494217;0.01;120.91771
1;1.3055028;0.01;121.15741
1;1.5054748;0.01;121.44473
1;1.7322202;0.01;121.72389
1;1.4511883;0.01;121.97123
1;1.195483;0.01;122.22987
1;1.3620163;0.01;122.50956
1;1.3049858;0.01;122.78863
1;1.3008403;0.01;123.0117
1;1.4115901;0.01;123.27728
1;1.5500499;0.01;123.55631
1;1.2451192;0.01;123.791756
1;1.2257773;0.01;124.01268
1;1.3374974;0.01;124.23862
1;1.2812706;0.01;124.487816
1;1.5539377;0.01;124.72842
1;1.3057001;0.01;124.956825
1;1.3144562;0.01;125.21694
1;1.5331833;0.01;125.50664
1;1.4435768;0.01;125.775795
1;1.2132263;0.01;126.022
1;1.1859688;0.01;126.26612
1;1.4879133;0.01;126.536125
1;1.250163;0.01;126.805176
1;1.4376415;0.01;127.06296
1;1.1541204;0.01;127.29572
1;1.4934554;0.01;127.522095
1;1.7389461;0.01;127.744995
1;1.624449;0.01;128.01073
1;1.2314552;0.01;128.27881
1;1.3370807;0.01;128.57254
1;1.2989247;0.01;128.81133
1;1.5913526;0.01;129.05392
1;1.7461534;0.01;129.29921
1;1.1852295;0.01;129.55063
1;1.5216265;0.01;129.80214
1;1.4222354;0.01;130.06313
1;1.2499636;0.01;130.33699
1;1.4057677;0.01;130.57584
1;1.2818638;0.01;130.84885
1;1.5385796;0.01;131.10556
1;1.3477114;0.01;131.41045
1;1.3341445;0.01;131.66037
1;1.5250233;0.01;131.91182
1;1.4236296;0.01;132.1538
1;1.4335781;0.01;132.37953
1;1.2031996;0.01;132.61336
1;1.2352623;0.01;132.85997
1;1.104992;0.01;133.17287
1;1.3362967;0.01;133.47964
1;1.4764085;0.01;133.72868
1;1.4575201;0.01;133.96872
1;1.4749979;0.01;134.24054
1;1.3890522;0.01;134.50424
1;1.3823187;0.01;134.73091
1;1.397126;0.01;134.96562
1;1.3609539;0.01;135.20416
1;1.62819;0.01;135.43901
1;1.3550515;0.01;135.67894
1;1.5402024;0.01;135.92384
1;1.1686631;0.01;136.20349
1;1.2559934;0.01;136.46527
1;1.3162999;0.01;136.7318
1;1.74843;0.01;136.98268
1;1.1939797;0.01;137.21559
1;1.1922249;0.01;137.48688
1;1.1529517;0.01;137.74554
1;1.4419376;0.01;137.9674
1;1.4028449;0.01;138.20238
1;1.7425162;0.01;138.4463
1;1.1375886;0.01;138.70766
1;1.1761478;0.01;138.99948
1;1.6700277;0.01;139.27168
1;1.293555;0.01;139.5017
1;1.3342133;0.01;139.75778
1;1.2880638;0.01;140.01009
1;1.3314295;0.01;140.28938
1;1.323629;0.01;140.5542
1;1.443878;0.01;140.79947
1;1.1288052;0.01;141.03836
1;1.2907705;0.01;141.28825
1;1.3331954;0.01;141.5228
1;1.4228234;0.01;141.7594
1;1.4562423;0.01;142.0296
1;1.5018866;0.01;142.29459
1;1.2410977;0.01;142.54068
1;1.2044755;0.01;142.7706
1;1.4103197;0.01;143.01054
1;1.3583443;0.01;143.23358
1;1.1857214;0.01;143.49074
1;1.2667316;0.01;143.7448
1;1.274909;0.01;143.97458
1;1.3090111;0.01;144.2237
1;1.7220207;0.01;144.50467
1;1.078158;0.01;144.7895
1;1.4091088;0.01;145.02359
1;1.224991;0.01;145.26273
1;1.1619512;0.01;145.52774
1;1.1415702;0.01;145.78084
1;1.4368747;0.01;146.05193
1;1.1351966;0.01;146.29851
1;1.17007;0.01;146.58797
1;1.551493;0.01;146.858
1;1.4863895;0.01;147.1567
1;1.2335228;0.01;147.44801
1;1.2233212;0.01;147.67932
1;1.4749277;0.01;147.92743
1;1.5386313;0.01;148.21136
1;1.3605776;0.01;148.47807
1;1.6116239;0.01;148.72177
1;1.4134451;0.01;148.95544
1;1.5463964;0.01;149.17712
1;1.5450817;0.01;149.4171
1;1.6222343;0.01;149.65614
1;1.3213598;0.01;149.92493
1;1.6045392;0.01;150.16266
1;1.5934404;0.01;150.42545
1;1.3072569;0.01;150.65063
1;1.271878;0.01;150.92195
1;1.5206839;0.01;151.17305
1;1.3496375;0.01;151.40659
1;1.0665691;0.01;151.63416
1;1.4113225;0.01;151.89043
1;1.411351;0.01;152.17024
1;1.2220513;0.01;152.45657
1;1.0862802;0.01;152.71382
1;1.3245747;0.01;152.9619
1;1.1252205;0.01;153.195
1;1.2857913;0.01;153.48872
1;1.2729553;0.01;153.76295
1;1.4831554;0.01;154.0296
1;1.4052218;0.01;154.27837
1;1.1919593;0.01;154.59152
1;1.2267019;0.01;154.83998
1;1.6896232;0.01;155.10475
1;1.2203369;0.01;155.38014
1;1.4898841;0.01;155.63446
1;1.4588037;0.01;155.8742
1;1.4332222;0.01;156.1509
1;1.3098798;0.01;156.41914
1;1.2494484;0.01;156.68912
1;1.1763599;0.01;156.9765
1;1.0423703;0.01;157.24243
1;1.3754869;0.01;157.52333
1;1.3280965;0.01;157.79492
1;1.2072719;0.01;158.0733
1;1.3743315;0.01;158.35965
1;1.1786898;0.01;158.64014
1;1.1892991;0.01;158.931
1;1.3993639;0.01;159.2196
1;1.2050802;0.01;159.47939
1;1.4119648;0.01;159.7148
1;1.2242506;0.01;159.94647
1;1.5256153;0.01;160.16985
1;1.1504521;0.01;160.4574
1;1.1086123;0.01;160.7512
1;1.1373589;0.01;160.98065
1;1.3134924;0.01;161.2202
1;1.1312861;0.01;161.451
1;1.4631984;0.01;161.68636
1;1.4941748;0.01;161.9154
1;1.4068687;0.01;162.14453
1;1.3511788;0.01;162.44531
1;1.6912456;0.01;162.7229
1;1.1992003;0.01;162.96336
1;1.522471;0.01;163.19937
1;1.3259654;0.01;163.43893
1;1.1398786;0.01;163.73874
1;1.2039024;0.01;163.98697
1;1.3526356;0.01;164.27834
1;1.5958762;0.01;164.50812
1;1.1557738;0.01;164.75665
1;1.1280977;0.01;165.00027
1;1.2094151;0.01;165.24702
1;1.4784212;0.01;165.52246
1;1.0607547;0.01;165.75616
1;1.0696973;0.01;166.00162
1;1.4822654;0.01;166.25821
1;1.1940491;0.01;166.51324
1;1.195797;0.01;166.7674
1;1.2424678;0.01;167.02568
1;1.3428591;0.01;167.26874
1;1.3208886;0.01;167.51384
1;1.2492893;0.01;167.78766
1;1.2932723;0.01;168.06604
1;1.1269301;0.01;168.32698
1;1.5884423;0.01;168.60054
1;1.3189243;0.01;168.85721
1;0.997597;0.01;169.11444
1;1.1191835;0.01;169.35254
1;1.2978565;0.01;169.61823
1;1.2978663;0.01;169.87953
1;1.2980379;0.01;170.14386
1;1.3143609;0.01;170.38756
1;0.91998434;0.01;170.68385
1;1.212839;0.01;170.92833
1;1.223814;0.01;171.17052
1;1.3287741;0.01;171.41675
1;1.2035222;0.01;171.68825
1;1.1749055;0.01;171.94336
1;1.4191947;0.01;172.16045
1;1.0481365;0.01;172.3718
1;1.3447222;0.01;172.59302
1;1.2028658;0.01;172.87358
1;0.98466253;0.01;173.13162
1;1.114895;0.01;173.39496
1;1.1266458;0.01;173.66716
1;1.0768187;0.01;173.89516
1;1.0531912;0.01;174.14606
1;1.1485833;0.01;174.4396
1;1.0912796;0.01;174.68248
1;1.0808957;0.01;174.94005
1;1.2214522;0.01;175.19316
1;1.4043336;0.01;175.43875
1;1.4249727;0.01;175.68234
1;1.0126712;0.01;175.93806
1;1.6384168;0.01;176.19223
1;1.2172872;0.01;176.44534
1;1.4098209;0.01;176.68108
1;1.1200976;0.01;176.94344
1;1.2994428;0.01;177.18407
1;1.0866237;0.01;177.43587
1;1.3867416;0.01;177.72948
1;1.209217;0.01;178.01567
1;1.3884796;0.01;178.28021
1;1.0985973;0.01;178.5639
1;1.1456236;0.01;178.83675
1;1.3681151;0.01;179.09372
1;1.2549661;0.01;179.33723
1;1.3192112;0.01;179.60263
1;1.3092179;0.01;179.86899
1;1.487204;0.01;180.12434
1;1.314496;0.01;180.36507
1;1.4358782;0.01;180.63431
1;1.3172895;0.01;180.86761
1;1.3139212;0.01;181.09473
1;1.206111;0.01;181.3337
1;1.5360152;0.01;181.57994
1;1.0881953;0.01;181.80998
1;1.2869262;0.01;182.08907
1;1.4284368;0.01;182.3632
1;1.1604867;0.01;182.61736
1;1.3884245;0.01;182.87695
1;1.3908103;0.01;183.10713
1;1.3477517;0.01;183.35847
1;1.1561894;0.01;183.62766
1;1.1700222;0.01;183.91905
1;1.1904185;0.01;184.1756
1;1.1394129;0.01;184.43924
1;1.1689892;0.01;184.72525
1;1.2220815;0.01;185.03375
1;1.0403475;0.01;185.27347
1;1.3569189;0.01;185.50084
1;1.3270619;0.01;185.78813
1;1.4848171;0.01;186.05058
1;1.2563326;0.01;186.27928
1;1.2199969;0.01;186.54088
1;1.0941395;0.01;186.79025
1;1.11852;0.01;187.02217
1;1.1672015;0.01;187.26114
1;1.2262294;0.01;187.5591
1;1.4144405;0.01;187.82513
1;1.3255332;0.01;188.0813
1;1.1951646;0.01;188.31812
1;1.4565246;0.01;188.57195
1;1.0725198;0.01;188.80017
1;1.0891513;0.01;189.02592
1;1.5992675;0.01;189.26166
1;1.1271826;0.01;189.54645
1;1.2616996;0.01;189.79475
1;1.0043305;0.01;190.05992
1;0.991904;0.01;190.29868
1;1.2815572;0.01;190.54248
1;1.1886712;0.01;190.78291
1;1.3619239;0.01;191.04063
1;1.3596873;0.01;191.30972
1;1.2796504;0.01;191.56686
1;1.145845;0.01;191.8174
1;1.066875;0.01;192.05762
1;1.2704461;0.01;192.33508
1;1.2762132;0.01;192.60735
1;1.1989738;0.01;192.85336
1;1.3742305;0.01;193.09451
1;0.831916;0.01;193.37015
1;1.144001;0.01;193.63997
1;1.2455621;0.01;193.91046
1;1.0180494;0.01;194.16241
1;1.1624427;0.01;194.39479
1;1.2629105;0.01;194.65561
1;1.2162477;0.01;194.92104
1;1.5742337;0.01;195.16454
1;1.1539593;0.01;195.4072
1;1.2007284;0.01;195.6862
1;0.97743154;0.01;195.9272
1;1.309598;0.01;196.16527
1;1.5183325;0.01;196.40483
1;0.91366506;0.01;196.6594
1;1.1353614;0.01;196.93497
1;1.2523056;0.01;197.21158
1;1.3204377;0.01;197.46823
1;1.6073391;0.01;197.71822
1;1.2085564;0.01;197.94508
1;1.266871;0.01;198.19048
1;1.3102846;0.01;198.45193
1;1.2370615;0.01;198.74046
1;1.2532964;0.01;198.98671
1;1.2253948;0.01;199.23766
1;1.3563042;0.01;199.50732
1;1.4783853;0.01;199.7347
1;1.5073004;0.01;199.99876
1;1.1122996;0.01;200.22513
1;1.463717;0.01;200.4627
1;1.2158481;0.01;200.69492
1;1.3752078;0.01;200.94821
1;1.6561018;0.01;201.21451
1;1.1997164;0.01;201.4651
1;1.3177589;0.01;201.71133
1;1.1413331;0.01;201.94197
1;1.1960099;0.01;202.22246
1;1.0875021;0.01;202.49936
1;1.2158194;0.01;202.75125
1;1.0412961;0.01;203.01779
1;1.2198921;0.01;203.27982
1;1.238549;0.01;203.525
1;1.2773689;0.01;203.79861
1;1.1091839;0.01;204.06078
1;1.5585011;0.01;204.30338
1;1.4419583;0.01;204.57347
1;1.2600662;0.01;204.81145
1;1.2071842;0.01;205.0813
1;0.98635954;0.01;205.30827
1;1.1650754;0.01;205.52657
1;1.2528613;0.01;205.76369
1;1.3921045;0.01;206.00066
1;1.2425557;0.01;206.24886
1;1.1403625;0.01;206.4951
1;1.4292374;0.01;206.76845
1;1.1721201;0.01;207.03859
1;1.3233626;0.01;207.26367
1;1.4399955;0.01;207.51428
1;1.1985394;0.01;207.75787
1;1.4199731;0.01;208.01353
1;1.2577913;0.01;208.27968
1;1.1021812;0.01;208.53392
1;1.1554512;0.01;208.7861
1;1.1044476;0.01;209.05768
1;1.0309814;0.01;209.32216
